Ticker;Name;Market Cap;Sector;Industry
CCO;Clear Channel Outdoor Holdings, Inc.;416,466,400.00;Communication Services;Advertising Agencies
CCOI;Cogent Communications Holdings, Inc.;4,243,207,680.00;Communication Services;Telecom Services
CCRN;Cross Country Healthcare, Inc.;217,840,816.00;Industrials;Staffing & Employment Services
CCS;Century Communities, Inc.;502,684,128.00;Consumer Cyclical;Residential Construction
CCXI;ChemoCentryx, Inc.;3,024,752,640.00;Healthcare;Biotechnology
CDE;Coeur Mining, Inc.;889,121,792.00;Basic Materials;Gold
CDLX;Cardlytics, Inc.;1,124,604,416.00;Communication Services;Internet Content & Information
CDMO;Avid Bioservices, Inc.;290,883,328.00;Healthcare;Biotechnology
CDNA;CareDx, Inc.;1,032,535,936.00;Healthcare;Diagnostics & Research
CDR;Cedar Realty Trust, Inc.;71,696,848.00;Real Estate;REIT—Retail
CDXC;Chromadex Corp.;292,960,704.00;Healthcare;Biotechnology
CDXS;Codexis, Inc.;662,040,512.00;Healthcare;Biotechnology
CDZI;Cadiz, Inc.;426,600,192.00;Utilities;Utilities—Regulated Water
CECE;CECO Environmental Corp.;165,132,864.00;Industrials;Pollution & Treatment Controls
CECO;Career Education Corp.;1,294,238,464.00;Consumer Defensive;Education & Training Services
CEIX;CONSOL Energy, Inc.;130,666,584.00;Energy;Thermal Coal
CELC;Celcuity, Inc.;53,730,956.00;Healthcare;Diagnostics & Research
CELH;Celsius Holdings, Inc.;316,423,584.00;Consumer Defensive;Beverages—Non-Alcoholic
CENT;Central Garden & Pet Co.;1,651,666,944.00;Consumer Defensive;Packaged Foods
CENTA;Central Garden & Pet Co.;1,651,668,480.00;Consumer Defensive;Packaged Foods
CENX;Century Aluminum Co.;359,633,216.00;Basic Materials;Aluminum
CERC;Cerecor, Inc.;158,540,192.00;Healthcare;Biotechnology
CERS;Cerus Corp.;870,020,544.00;Healthcare;Biotechnology
CETV;Central European Media Enterprises Ltd.;1,009,563,072.00;Communication Services;Broadcasting
CEVA;CEVA, Inc.;654,669,888.00;Technology;Semiconductors
CFB;CrossFirst Bankshares, Inc.;433,977,184.00;Financial Services;Banks—Regional
CFFI;C&F Financial Corp.;111,921,336.00;Financial Services;Banks—Regional
CFFN;Capitol Federal Financial, Inc.;1,653,567,744.00;Financial Services;Banks—Regional
CFMS;ConforMIS, Inc.;49,804,580.00;Healthcare;Medical Devices
CHAP;Chaparral Energy, Inc.;14,860,904.00;Energy;Oil & Gas E&P
CHCO;City Holding Co.;1,034,739,968.00;Financial Services;Banks—Regional
CHCT;Community Healthcare Trust, Inc.;732,550,016.00;Real Estate;REIT—Healthcare Facilities
CHDN;Churchill Downs, Inc.;3,426,652,672.00;Consumer Cyclical;Gambling
CHEF;The Chefs' Warehouse, Inc.;334,196,672.00;Consumer Defensive;Food Distribution
CHGG;Chegg, Inc.;4,609,879,552.00;Consumer Defensive;Education & Training Services
CHMA;Chiasma, Inc.;188,037,856.00;Healthcare;Biotechnology
CHMG;Chemung Financial Corp.;124,827,576.00;Financial Services;Banks—Regional
CHMI;Cherry Hill Mortgage Investment Corp.;109,794,016.00;Real Estate;REIT—Mortgage
CHRA;Charah Solutions, Inc.;47,102,636.00;Industrials;Waste Management
CHRS;Coherus BioSciences, Inc.;1,172,365,056.00;Healthcare;Biotechnology
CHS;Chico's FAS, Inc.;117,877,344.00;Consumer Cyclical;Apparel Retail
CHUY;Chuy's Holdings, Inc.;244,889,280.00;Consumer Cyclical;Restaurants
CIA;Citizens, Inc. (Austin, Texas);281,919,680.00;Financial Services;Insurance—Life
CIO;City Office REIT, Inc.;461,293,952.00;Real Estate;REIT—Office
CIR;CIRCOR International, Inc.;229,024,656.00;Industrials;Specialty Industrial Machinery
CISN;Cision Ltd.;0.00;;
CIVB;Civista Bancshares, Inc.;219,499,072.00;Financial Services;Banks—Regional
CIX;CompX International, Inc.;180,424,944.00;Industrials;Security & Protection Services
CJ;C&J Energy Services, Inc.;;;
CKH;SEACOR Holdings, Inc.;524,659,200.00;Energy;Oil & Gas Equipment & Services
CKPT;Checkpoint Therapeutics, Inc.;82,557,752.00;Healthcare;Biotechnology
CLAR;Clarus Corp.;273,193,152.00;Consumer Cyclical;Leisure
CLBK;Columbia Financial, Inc.;1,679,515,136.00;Financial Services;Banks—Regional
CLCT;Collectors Universe, Inc.;180,233,376.00;Industrials;Specialty Business Services
CLDR;Cloudera, Inc.;2,278,874,624.00;Technology;Software—Application
CLDT;Chatham Lodging Trust;293,488,128.00;Real Estate;REIT—Hotel & Motel
CLF;Cleveland-Cliffs, Inc.;1,562,566,912.00;Basic Materials;Steel
CLFD;Clearfield, Inc.;173,996,544.00;Technology;Communication Equipment
CLI;Mack-Cali Realty Corp.;1,320,882,432.00;Real Estate;REIT—Office
CLNC;Colony Credit Real Estate, Inc.;521,165,952.00;Real Estate;REIT—Diversified
CLNE;Clean Energy Fuels Corp.;378,874,560.00;Energy;Oil & Gas Refining & Marketing
CLPR;Clipper Realty, Inc.;81,413,184.00;Real Estate;REIT—Diversified
CLVS;Clovis Oncology, Inc.;686,744,448.00;Healthcare;Biotechnology
CLW;Clearwater Paper Corp.;367,012,192.00;Basic Materials;Paper & Paper Products
CLXT;Calyxt, Inc.;140,043,024.00;Consumer Defensive;Packaged Foods
CMBM;Cambium Networks Corp.;144,326,096.00;Technology;Communication Equipment
CMC;Commercial Metals Co.;1,837,126,656.00;Basic Materials;Steel
CMCO;Columbus McKinnon Corp.;582,545,984.00;Industrials;Farm & Heavy Construction Machinery
CMCT;CIM Commercial Trust Corp.;130,732,560.00;Real Estate;REIT—Office
CMLS;Cumulus Media, Inc.;62,908,836.00;Communication Services;Broadcasting
CMO;Capstead Mortgage Corp.;464,622,496.00;Real Estate;REIT—Mortgage
CMP;Compass Minerals International, Inc.;1,447,192,704.00;Basic Materials;Other Industrial Metals & Mining
CMPR;Cimpress Plc;1,389,420,928.00;Communication Services;Advertising Agencies
CMRE;Costamare, Inc.;582,145,408.00;Industrials;Marine Shipping
CMRX;Chimerix, Inc.;87,054,240.00;Healthcare;Biotechnology
CMTL;Comtech Telecommunications Corp.;413,802,752.00;Technology;Communication Equipment
CNBKA;Century Bancorp, Inc. (Massachusetts);344,096,832.00;Financial Services;Banks—Regional
CNCE;Concert Pharmaceuticals, Inc.;313,263,072.00;Healthcare;Biotechnology
CNDT;Conduent, Inc.;414,980,128.00;Technology;Information Technology Services
CNMD;CONMED Corp.;1,872,558,208.00;Healthcare;Medical Devices
CNNE;Cannae Holdings, Inc.;2,380,732,928.00;Consumer Cyclical;Restaurants
CNO;CNO Financial Group, Inc.;1,728,418,432.00;Financial Services;Insurance—Life
CNOB;ConnectOne Bancorp, Inc.;543,422,848.00;Financial Services;Banks—Regional
CNR;Cornerstone Building Brands, Inc.;511,856,384.00;Industrials;Building Products & Equipment
CNS;Cohen & Steers, Inc. (New York);2,349,600,256.00;Financial Services;Asset Management
CNSL;Consolidated Communications Holdings, Inc.;425,243,968.00;Communication Services;Telecom Services
CNST;Constellation Pharmaceuticals, Inc.;1,437,088,768.00;Healthcare;Biotechnology
CNTY;Century Casinos, Inc.;95,875,976.00;Consumer Cyclical;Resorts & Casinos
CNX;CNX Resources Corp.;2,165,876,992.00;Energy;Oil & Gas E&P
CNXN;PC Connection, Inc.;1,065,120,256.00;Technology;Electronics & Computer Distribution
CODA;Coda Octopus Group, Inc.;54,574,472.00;Industrials;Aerospace & Defense
COHU;Cohu, Inc.;610,726,400.00;Technology;Semiconductor Equipment & Materials
COKE;Coca-Cola Consolidated, Inc.;2,119,672,576.00;Consumer Defensive;Beverages—Non-Alcoholic
COLB;Columbia Banking System, Inc.;1,782,230,016.00;Financial Services;Banks—Regional
COLL;Collegium Pharmaceutical, Inc.;688,178,368.00;Healthcare;Drug Manufacturers—Specialty & Generic
CONN;Conn's, Inc.;124,150,824.00;Consumer Cyclical;Specialty Retail
COOP;Mr. Cooper Group, Inc.;762,395,648.00;Financial Services;Mortgage Finance
CORE;Core-Mark Holding Co., Inc.;1,260,607,360.00;Consumer Defensive;Food Distribution
CORR;CorEnergy Infrastructure Trust, Inc.;157,538,304.00;Real Estate;REIT—Diversified
CORT;Corcept Therapeutics, Inc.;1,450,225,792.00;Healthcare;Biotechnology
COWN;Cowen, Inc.;268,507,648.00;Financial Services;Capital Markets
CPE;Callon Petroleum Co.;234,043,552.00;Energy;Oil & Gas E&P
CPF;Central Pacific Financial Corp.;445,347,936.00;Financial Services;Banks—Regional
CPK;Chesapeake Utilities Corp.;1,437,625,728.00;Utilities;Utilities—Regulated Gas
CPLG;CorePoint Lodging, Inc.;185,183,328.00;Real Estate;REIT—Hotel & Motel
CPRX;Catalyst Pharmaceuticals, Inc.;503,601,824.00;Healthcare;Biotechnology
CPS;Cooper-Standard Holdings, Inc.;171,377,664.00;Consumer Cyclical;Auto Parts
CPSI;Computer Programs & Systems, Inc.;330,194,912.00;Healthcare;Health Information Services
CRAI;CRA International, Inc.;286,915,744.00;Industrials;Consulting Services
CRBP;Corbus Pharmaceuticals Holdings, Inc.;428,418,240.00;Healthcare;Biotechnology
CRC;California Resources Corp.;124,384,424.00;Energy;Oil & Gas E&P
CRCM;Care.com, Inc.;499,027,488.00;;
CRD.A;Crawford & Co.;;;
CRK;Comstock Resources, Inc.;1,405,859,328.00;Energy;Oil & Gas E&P
CRMD;CorMedix, Inc.;106,075,216.00;Healthcare;Biotechnology
CRMT;America's Car-Mart, Inc.;363,776,064.00;Consumer Cyclical;Auto & Truck Dealerships
CRNX;Crinetics Pharmaceuticals, Inc.;577,093,440.00;Healthcare;Biotechnology
CROX;Crocs, Inc.;1,327,818,624.00;Consumer Cyclical;Footwear & Accessories
CRS;Carpenter Technology Corp.;869,940,032.00;Industrials;Metal Fabrication
CRTX;Cortexyme, Inc.;1,300,808,704.00;Healthcare;Biotechnology
CRUS;Cirrus Logic, Inc.;4,013,679,616.00;Technology;Semiconductors
CRVL;CorVel Corp.;931,667,840.00;Financial Services;Insurance Brokers
CRY;CryoLife, Inc.;807,859,200.00;Healthcare;Medical Devices
CRZO;Carrizo Oil & Gas, Inc.;725,139,456.00;;
CSFL;CenterState Bank Corp.;1,832,883,328.00;Financial Services;Banks—Regional
CSGS;CSG Systems International, Inc.;1,559,230,080.00;Technology;Software—Infrastructure
CSII;Cardiovascular Systems, Inc.;1,460,664,576.00;Healthcare;Medical Devices
CSLT;Castlight Health, Inc.;101,571,424.00;Healthcare;Health Information Services
CSOD;Cornerstone OnDemand, Inc.;1,841,500,032.00;Technology;Software—Application
CSTE;Caesarstone Ltd.;320,962,272.00;Industrials;Building Products & Equipment
CSTL;Castle Biosciences, Inc.;498,063,808.00;Healthcare;Diagnostics & Research
CSTR;CapStar Financial Holdings, Inc.;171,727,168.00;Financial Services;Banks—Regional
CSV;Carriage Services, Inc.;267,920,768.00;Consumer Cyclical;Personal Services
CSWI;CSW Industrials, Inc.;991,048,896.00;Industrials;Specialty Industrial Machinery
CTB;Cooper Tire & Rubber Co.;945,505,344.00;Consumer Cyclical;Auto Parts
CTBI;Community Trust Bancorp, Inc. (Kentucky);549,387,520.00;Financial Services;Banks—Regional
CTMX;CytomX Therapeutics, Inc.;420,579,712.00;Healthcare;Biotechnology
CTO;Consolidated-Tomoka Land Co.;179,449,568.00;Real Estate;Real Estate—Development
CTRA;Contura Energy, Inc.;59,328,424.00;Energy;Thermal Coal
CTRC;Centric Brands, Inc.;33,658,064.00;Consumer Cyclical;Apparel Manufacturing
CTRE;CareTrust REIT, Inc.;1,450,171,008.00;Real Estate;REIT—Healthcare Facilities
CTRN;Citi Trends, Inc.;109,627,440.00;Consumer Cyclical;Apparel Retail
CTS;CTS Corp.;738,042,624.00;Technology;Electronic Components
CTSO;CytoSorbents Corp.;308,157,312.00;Healthcare;Medical Devices
CTT;CatchMark Timber Trust, Inc.;341,715,072.00;Real Estate;REIT—Specialty
CTWS;Connecticut Water Service, Inc.;;;
CUB;Cubic Corp.;1,060,948,032.00;Industrials;Aerospace & Defense
CUBI;Customers Bancorp, Inc.;329,176,192.00;Financial Services;Banks—Regional
CUE;Cue Biopharma, Inc.;651,909,312.00;Healthcare;Biotechnology
CULP;Culp, Inc.;74,996,584.00;Consumer Cyclical;Textile Manufacturing
CURO;CURO Group Holdings Corp.;215,890,208.00;Financial Services;Credit Services
CUTR;Cutera, Inc.;227,943,040.00;Healthcare;Medical Devices
CVA;Covanta Holding Corp.;908,033,088.00;Industrials;Waste Management
CVBF;CVB Financial Corp.;2,592,609,280.00;Financial Services;Banks—Regional
CVCO;Cavco Industries, Inc.;1,193,433,216.00;Consumer Cyclical;Residential Construction
CVCY;Central Valley Community Bancorp;158,281,088.00;Financial Services;Banks—Regional
CVGI;Commercial Vehicle Group, Inc.;47,304,828.00;Consumer Cyclical;Auto Parts
CVGW;Calavo Growers, Inc.;1,092,608,000.00;Consumer Defensive;Packaged Foods
CVI;CVR Energy, Inc.;1,925,168,640.00;Energy;Oil & Gas Refining & Marketing
CVIA;Covia Holdings Corp.;64,691,760.00;Energy;Oil & Gas Equipment & Services
CVLT;Commvault Systems, Inc.;1,979,144,576.00;Technology;Software—Application
CVLY;Codorus Valley Bancorp, Inc.;121,545,368.00;Financial Services;Banks—Regional
CVM;CEL-SCI Corp.;460,031,072.00;Healthcare;Biotechnology
CVRS;Corindus Vascular Robotics, Inc.;;;
CVTI;Covenant Transportation Group, Inc.;126,539,488.00;Industrials;Trucking
CWCO;Consolidated Water Co. Ltd.;218,487,456.00;Utilities;Utilities—Regulated Water
CWEN;Clearway Energy, Inc.;3,806,357,248.00;Utilities;Utilities—Renewable
CWEN.A;Clearway Energy, Inc.;;;
CWH;Camping World Holdings, Inc.;660,083,072.00;Consumer Cyclical;Recreational Vehicles
CWK;Cushman & Wakefield Plc;2,328,582,144.00;Real Estate;Real Estate Services
CWST;Casella Waste Systems, Inc.;2,110,580,864.00;Industrials;Waste Management
CWT;California Water Service Group;2,388,422,912.00;Utilities;Utilities—Regulated Water
CXW;CoreCivic, Inc.;1,307,544,960.00;Real Estate;REIT—Specialty
CYCN;Cyclerion Therapeutics, Inc.;99,362,536.00;Healthcare;Biotechnology
CYH;Community Health Systems, Inc.;406,905,216.00;Healthcare;Medical Care Facilities
CYRX;CryoPort, Inc.;678,060,032.00;Industrials;Integrated Freight & Logistics
CYTK;Cytokinetics, Inc.;919,829,184.00;Healthcare;Biotechnology
CZNC;Citizens & Northern Corp.;238,650,416.00;Financial Services;Banks—Regional
DAKT;Daktronics, Inc.;204,192,928.00;Technology;Computer Hardware
DAN;Dana, Inc.;1,263,937,536.00;Consumer Cyclical;Auto Parts
DAR;Darling Ingredients, Inc.;3,128,223,744.00;Consumer Defensive;Packaged Foods
DBD;Diebold Nixdorf, Inc.;273,545,344.00;Technology;Software—Application
DBI;Designer Brands, Inc.;335,782,944.00;Consumer Cyclical;Apparel Retail
DCO;Ducommun, Inc.;301,289,760.00;Industrials;Aerospace & Defense
DCOM;Dime Community Bancshares, Inc.;543,567,680.00;Financial Services;Banks—Regional
DCPH;Deciphera Pharmaceuticals, Inc.;2,530,191,872.00;Healthcare;Biotechnology
DDD;3D Systems Corp.;923,596,608.00;Technology;Computer Hardware
DDS;Dillard's, Inc.;594,796,736.00;Consumer Cyclical;Department Stores
DEA;Easterly Government Properties, Inc.;2,014,243,584.00;Real Estate;REIT—Office
DECK;Deckers Outdoor Corp.;3,715,353,856.00;Consumer Cyclical;Footwear & Accessories
DENN;Denny's Corp.;518,256,064.00;Consumer Cyclical;Restaurants
DERM;Dermira, Inc.;1,025,534,976.00;;
DF;Dean Foods Co.;;;
DFIN;Donnelley Financial Solutions, Inc.;201,412,928.00;Financial Services;Capital Markets
DGICA;Donegal Group, Inc.;419,029,632.00;Financial Services;Insurance—Property & Casualty
DGII;Digi International, Inc.;296,123,520.00;Technology;Communication Equipment
DHIL;Diamond Hill Investment Group, Inc.;328,953,088.00;Financial Services;Asset Management
DHT;DHT Holdings, Inc.;1,168,212,608.00;Energy;Oil & Gas Midstream
DHX;DHI Group, Inc.;130,883,112.00;Industrials;Staffing & Employment Services
DIN;Dine Brands Global, Inc.;511,918,752.00;Consumer Cyclical;Restaurants
DIOD;Diodes, Inc.;2,416,208,384.00;Technology;Semiconductors
DJCO;Daily Journal Corp.;357,614,240.00;Communication Services;Publishing
DK;Delek US Holdings, Inc.;1,358,546,048.00;Energy;Oil & Gas Refining & Marketing
DLA;Delta Apparel, Inc.;63,178,932.00;Consumer Cyclical;Apparel Manufacturing
DLTH;Duluth Holdings, Inc.;122,060,896.00;Consumer Cyclical;Apparel Retail
DLX;Deluxe Corp.;1,110,817,920.00;Communication Services;Advertising Agencies
DMRC;Digimarc Corp.;198,720,992.00;Technology;Information Technology Services
DNBF;DNB Financial Corporation;200,362,976.00;Financial Services;Banks—Regional
DNLI;Denali Therapeutics, Inc.;2,285,570,560.00;Healthcare;Biotechnology
DNOW;NOW, Inc.;640,047,424.00;Energy;Oil & Gas Equipment & Services
DNR;Denbury Resources, Inc.;154,427,600.00;Energy;Oil & Gas E&P
DO;Diamond Offshore Drilling, Inc.;114,493,520.00;Energy;Oil & Gas Drilling
DOC;Physicians Realty Trust;2,947,204,352.00;Real Estate;REIT—Healthcare Facilities
DOMO;Domo, Inc.;416,363,072.00;Technology;Software—Application
DOOR;Masonite International Corp.;1,121,467,008.00;Industrials;Building Products & Equipment
DORM;Dorman Products, Inc.;1,879,370,368.00;Consumer Cyclical;Auto Parts
DOVA;Dova Pharmaceuticals, Inc.;;;
DPLO;Diplomat Pharmacy, Inc.;303,991,200.00;;
DRH;DiamondRock Hospitality Co.;985,107,648.00;Real Estate;REIT—Hotel & Motel
DRNA;Dicerna Pharmaceuticals, Inc.;1,525,592,192.00;Healthcare;Biotechnology
DRQ;Dril-Quip, Inc.;1,162,708,352.00;Energy;Oil & Gas Equipment & Services
DS;Drive Shack, Inc.;74,448,256.00;Consumer Cyclical;Leisure
DSKE;Daseke, Inc.;87,853,280.00;Industrials;Trucking
DSPG;DSP Group, Inc.;405,781,600.00;Technology;Semiconductors
DSSI;Diamond S Shipping, Inc.;559,407,616.00;Energy;Oil & Gas Midstream
DTIL;Precision BioSciences, Inc.;365,045,792.00;Healthcare;Biotechnology
DVAX;Dynavax Technologies Corp.;296,085,984.00;Healthcare;Biotechnology
DX;Dynex Capital, Inc.;309,541,536.00;Real Estate;REIT—Mortgage
DXPE;DXP Enterprises, Inc.;236,480,512.00;Industrials;Industrial Distribution
DY;Dycom Industries, Inc.;879,164,864.00;Industrials;Engineering & Construction
DZSI;DASAN Zhone Solutions Inc.;112,730,208.00;Technology;Communication Equipment
EAT;Brinker International, Inc.;586,538,624.00;Consumer Cyclical;Restaurants
EB;Eventbrite, Inc.;746,842,880.00;Technology;Software—Application
EBF;Ennis, Inc.;443,559,936.00;Industrials;Business Equipment & Supplies
EBIX;Ebix, Inc.;520,220,192.00;Technology;Software—Application
EBS;Emergent BioSolutions, Inc.;3,479,374,336.00;Healthcare;Drug Manufacturers—Specialty & Generic
EBSB;Meridian Bancorp, Inc.;562,277,760.00;Financial Services;Banks—Regional
EBTC;Enterprise Bancorp, Inc.;264,872,000.00;Financial Services;Banks—Regional
ECHO;Echo Global Logistics, Inc.;400,802,016.00;Industrials;Integrated Freight & Logistics
ECOL;US Ecology, Inc.;983,944,704.00;Industrials;Waste Management
ECOM;ChannelAdvisor Corp.;239,064,368.00;Technology;Software—Application
ECOR;electroCore, Inc.;33,255,156.00;Healthcare;Medical Instruments & Supplies
ECPG;Encore Capital Group, Inc.;725,513,984.00;Financial Services;Mortgage Finance
EDIT;Editas Medicine, Inc.;1,319,753,344.00;Healthcare;Biotechnology
EE;El Paso Electric Co.;2,771,550,464.00;Utilities;Utilities—Regulated Electric
EEX;Emerald Holding, Inc.;144,311,840.00;Communication Services;Advertising Agencies
EFC;Ellington Financial, Inc.;425,685,440.00;Financial Services;Mortgage Finance
EFSC;Enterprise Financial Services Corp.;707,393,472.00;Financial Services;Banks—Regional
EGAN;eGain Corp.;246,625,440.00;Technology;Software—Application
EGBN;Eagle Bancorp, Inc. (Maryland);999,761,152.00;Financial Services;Banks—Regional
EGHT;8x8, Inc.;1,697,729,024.00;Technology;Software—Application
EGLE;Eagle Bulk Shipping, Inc.;114,313,992.00;Industrials;Marine Shipping
EGOV;NIC, Inc.;1,701,186,432.00;Technology;Software—Application
EGP;EastGroup Properties, Inc.;4,050,732,800.00;Real Estate;REIT—Industrial
EGRX;Eagle Pharmaceuticals, Inc.;688,484,224.00;Healthcare;Drug Manufacturers—Specialty & Generic
EHTH;eHealth, Inc.;3,222,872,064.00;Financial Services;Insurance Brokers
EIDX;Eidos Therapeutics, Inc.;1,899,693,440.00;Healthcare;Biotechnology
EIG;Employers Holdings, Inc.;944,371,584.00;Financial Services;Insurance—Specialty
EIGI;Endurance International Group Holdings, Inc.;373,860,960.00;Technology;Software—Application
EIGR;Eiger BioPharmaceuticals, Inc.;186,157,216.00;Healthcare;Biotechnology
ELF;e.l.f. Beauty, Inc.;559,530,688.00;Consumer Defensive;Household & Personal Products
ELOX;Eloxx Pharmaceuticals, Inc.;98,708,728.00;Healthcare;Biotechnology
ELVT;Elevate Credit, Inc.;50,727,960.00;Financial Services;Credit Services
ELY;Callaway Golf Co.;939,197,824.00;Consumer Cyclical;Leisure
EME;EMCOR Group, Inc.;3,521,825,792.00;Industrials;Engineering & Construction
EML;The Eastern Co.;116,825,896.00;Industrials;Tools & Accessories
ENDP;Endo International Plc;856,298,368.00;Healthcare;Drug Manufacturers—Specialty & Generic
ENFC;Entegra Financial Corp.;208,934,000.00;;
ENOB;Enochian Biosciences, Inc.;162,275,920.00;Healthcare;Biotechnology
ENPH;Enphase Energy, Inc.;4,889,637,376.00;Technology;Solar
ENS;EnerSys;2,236,025,344.00;Industrials;Electrical Equipment & Parts
ENSG;The Ensign Group, Inc.;2,030,173,568.00;Healthcare;Medical Care Facilities
ENTA;Enanta Pharmaceuticals, Inc.;1,046,827,968.00;Healthcare;Biotechnology
ENV;Envestnet, Inc.;3,008,222,464.00;Technology;Software—Application
ENVA;Enova International, Inc.;412,681,440.00;Financial Services;Credit Services
ENZ;Enzo Biochem, Inc.;126,027,648.00;Healthcare;Diagnostics & Research
EOLS;Evolus, Inc.;149,415,040.00;Healthcare;Drug Manufacturers—Specialty & Generic
EPAY;Bottomline Technologies, Inc.;1,669,208,320.00;Technology;Software—Infrastructure
EPC;Edgewell Personal Care Co.;1,453,702,016.00;Consumer Defensive;Household & Personal Products
EPM;Evolution Petroleum Corp.;87,718,184.00;Energy;Oil & Gas E&P
EPRT;Essential Properties Realty Trust, Inc.;947,082,944.00;Real Estate;REIT—Diversified
EPZM;Epizyme, Inc.;1,774,437,888.00;Healthcare;Biotechnology
EQBK;Equity Bancshares, Inc.;256,518,224.00;Financial Services;Banks—Regional
ERA;Era Group, Inc.;88,652,096.00;Energy;Oil & Gas Equipment & Services
ERI;Eldorado Resorts, Inc.;1,212,075,648.00;Consumer Cyclical;Resorts & Casinos
ERII;Energy Recovery, Inc.;404,539,136.00;Industrials;Pollution & Treatment Controls
EROS;Eros International Plc;347,756,640.00;Communication Services;Entertainment
ESCA;Escalade, Inc.;103,295,088.00;Consumer Cyclical;Leisure
ESE;ESCO Technologies, Inc.;1,897,197,056.00;Technology;Scientific & Technical Instruments
ESGR;Enstar Group Ltd.;2,927,019,264.00;Financial Services;Insurance—Diversified
ESNT;Essent Group Ltd.;2,451,235,840.00;Financial Services;Mortgage Finance
ESPR;Esperion Therapeutics, Inc.;1,074,100,480.00;Healthcare;Biotechnology
ESQ;Esquire Financial Holdings, Inc.;113,609,936.00;Financial Services;Banks—Regional
ESSA;ESSA Bancorp, Inc.;122,163,208.00;Financial Services;Banks—Regional
ESTE;Earthstone Energy, Inc.;116,514,176.00;Energy;Oil & Gas E&P
ESXB;Community Bankers Trust Corp.;108,544,744.00;Financial Services;Banks—Regional
ETH;Ethan Allen Interiors, Inc.;259,812,592.00;Consumer Cyclical;Furnishings, Fixtures & Appliances
ETM;Entercom Communications Corp.;152,119,472.00;Communication Services;Broadcasting
EVBG;Everbridge, Inc.;4,130,776,064.00;Technology;Software—Application
EVBN;Evans Bancorp, Inc.;124,459,704.00;Financial Services;Banks—Regional
EVC;Entravision Communications Corp.;123,158,304.00;Communication Services;Broadcasting
EVER;EverQuote, Inc.;1,075,799,424.00;Communication Services;Internet Content & Information
EVFM;Evofem Biosciences, Inc.;278,977,920.00;Healthcare;Biotechnology
EVH;Evolent Health, Inc.;577,807,424.00;Healthcare;Health Information Services
EVI;EVI Industries, Inc.;213,865,120.00;Industrials;Industrial Distribution
EVLO;Evelo Biosciences, Inc.;135,640,736.00;Healthcare;Biotechnology
EVOP;EVO Payments, Inc.;1,286,899,712.00;Technology;Software—Infrastructure
EVRI;Everi Holdings, Inc.;344,160,832.00;Consumer Cyclical;Gambling
EVTC;EVERTEC, Inc.;1,671,586,816.00;Technology;Software—Infrastructure
EXLS;ExlService Holdings, Inc.;1,891,776,768.00;Technology;Information Technology Services
EXPI;eXp World Holdings, Inc.;551,863,360.00;Real Estate;Real Estate Services
EXPO;Exponent, Inc.;3,648,954,368.00;Industrials;Consulting Services
EXPR;Express, Inc.;104,197,096.00;Consumer Cyclical;Apparel Retail
EXTN;Exterran Corp.;164,166,736.00;Energy;Oil & Gas Equipment & Services
EXTR;Extreme Networks, Inc.;356,414,368.00;Technology;Communication Equipment
EYE;National Vision Holdings, Inc.;1,945,024,640.00;Consumer Cyclical;Specialty Retail
EYPT;EyePoint Pharmaceuticals, Inc.;108,824,920.00;Healthcare;Biotechnology
EZPW;EZCORP, Inc.;271,988,640.00;Financial Services;Credit Services
FARM;Farmer Brothers Co.;133,888,752.00;Consumer Defensive;Packaged Foods
FARO;FARO Technologies, Inc.;851,252,224.00;Technology;Scientific & Technical Instruments
FATE;Fate Therapeutics, Inc.;2,237,115,648.00;Healthcare;Biotechnology
FBC;Flagstar Bancorp, Inc.;1,187,922,048.00;Financial Services;Banks—Regional
FBIZ;First Business Financial Services, Inc.;127,953,000.00;Financial Services;Banks—Regional
FBK;FB Financial Corp.;607,436,096.00;Financial Services;Banks—Regional
FBM;Foundation Building Materials, Inc.;422,074,752.00;Industrials;Industrial Distribution
FBMS;The First Bancshares, Inc. (Mississippi);385,840,224.00;Financial Services;Banks—Regional
FBNC;First Bancorp (North Carolina);662,713,664.00;Financial Services;Banks—Regional
FBP;First BanCorp (Puerto Rico);1,147,526,912.00;Financial Services;Banks—Regional
FC;Franklin Covey Co.;249,515,904.00;Industrials;Consulting Services
FCAP;First Capital, Inc.;165,448,560.00;Financial Services;Banks—Regional
FCBC;First Community Bancshares, Inc. (Virginia);380,360,800.00;Financial Services;Banks—Regional
FCBP;First Choice Bancorp (California);159,660,992.00;Financial Services;Banks—Regional
FCCY;1st Constitution Bancorp;100,788,848.00;Financial Services;Banks—Regional
FCF;First Commonwealth Financial Corp. (Pennsylvania);857,705,856.00;Financial Services;Banks—Regional
FCFS;FirstCash, Inc.;2,749,970,176.00;Financial Services;Credit Services
FCN;FTI Consulting, Inc.;5,017,104,896.00;Industrials;Consulting Services
FCPT;Four Corners Property Trust, Inc.;1,362,988,800.00;Real Estate;REIT—Hotel & Motel
FDBC;Fidelity D&D Bancorp, Inc.;145,032,256.00;Financial Services;Banks—Regional
FDEF;First Defiance Financial Corp.;539,756,672.00;Financial Services;Banks—Regional
FDP;Fresh Del Monte Produce, Inc.;1,532,111,104.00;Consumer Defensive;Farm Products
FELE;Franklin Electric Co., Inc.;2,247,531,776.00;Industrials;Specialty Industrial Machinery
FET;Forum Energy Technologies, Inc.;39,262,072.00;Energy;Oil & Gas Equipment & Services
